country,state,county,date,cases,deaths,recovered,date_sx,cdr_low,cdr_mid,cdr_high,cases_target_low,cases_target_mid,cases_target_high
Mainland China,Anhui,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Beijing,NA,01-22-2020,14,NA,NA,01-13-2020,0.05,0.1,0.2,70,140,280
Mainland China,Chongqing,NA,01-22-2020,6,NA,NA,01-13-2020,0.05,0.1,0.2,30,60,120
Mainland China,Fujian,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Gansu,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Guangdong,NA,01-22-2020,26,NA,NA,01-13-2020,0.05,0.1,0.2,130,260,520
Mainland China,Guangxi,NA,01-22-2020,2,NA,NA,01-13-2020,0.05,0.1,0.2,10,20,40
Mainland China,Guizhou,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Hainan,NA,01-22-2020,4,NA,NA,01-13-2020,0.05,0.1,0.2,20,40,80
Mainland China,Hebei,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Heilongjiang,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Henan,NA,01-22-2020,5,NA,NA,01-13-2020,0.05,0.1,0.2,25,50,100
Hong Kong,Hong Kong,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Hubei,NA,01-22-2020,444,17,28,01-13-2020,0.05,0.1,0.2,2220,4440,8880
Mainland China,Hunan,NA,01-22-2020,4,NA,NA,01-13-2020,0.05,0.1,0.2,20,40,80
Mainland China,Inner Mongolia,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Jiangsu,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Jiangxi,NA,01-22-2020,2,NA,NA,01-13-2020,0.05,0.1,0.2,10,20,40
Mainland China,Jilin,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Liaoning,NA,01-22-2020,2,NA,NA,01-13-2020,0.05,0.1,0.2,10,20,40
Macau,Macau,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Ningxia,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Qinghai,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Shaanxi,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Shandong,NA,01-22-2020,2,NA,NA,01-13-2020,0.05,0.1,0.2,10,20,40
Mainland China,Shanghai,NA,01-22-2020,9,NA,NA,01-13-2020,0.05,0.1,0.2,45,90,180
Mainland China,Shanxi,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Sichuan,NA,01-22-2020,5,NA,NA,01-13-2020,0.05,0.1,0.2,25,50,100
Taiwan,Taiwan,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Tianjin,NA,01-22-2020,4,NA,NA,01-13-2020,0.05,0.1,0.2,20,40,80
Mainland China,Tibet,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Xinjiang,NA,01-22-2020,NA,NA,NA,01-13-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Yunnan,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Zhejiang,NA,01-22-2020,10,NA,NA,01-13-2020,0.05,0.1,0.2,50,100,200
Japan,NA,NA,01-22-2020,2,NA,NA,01-13-2020,0.05,0.1,0.2,10,20,40
Thailand,NA,NA,01-22-2020,2,NA,NA,01-13-2020,0.05,0.1,0.2,10,20,40
South Korea,NA,NA,01-22-2020,1,NA,NA,01-13-2020,0.05,0.1,0.2,5,10,20
Mainland China,Anhui,NA,01-23-2020,9,NA,NA,01-14-2020,0.05,0.1,0.2,45,90,180
Mainland China,Beijing,NA,01-23-2020,22,NA,NA,01-14-2020,0.05,0.1,0.2,110,220,440
Mainland China,Chongqing,NA,01-23-2020,9,NA,NA,01-14-2020,0.05,0.1,0.2,45,90,180
Mainland China,Fujian,NA,01-23-2020,5,NA,NA,01-14-2020,0.05,0.1,0.2,25,50,100
Mainland China,Gansu,NA,01-23-2020,2,NA,NA,01-14-2020,0.05,0.1,0.2,10,20,40
Mainland China,Guangdong,NA,01-23-2020,32,NA,2,01-14-2020,0.05,0.1,0.2,160,320,640
Mainland China,Guangxi,NA,01-23-2020,5,NA,NA,01-14-2020,0.05,0.1,0.2,25,50,100
Mainland China,Guizhou,NA,01-23-2020,3,NA,NA,01-14-2020,0.05,0.1,0.2,15,30,60
Mainland China,Hainan,NA,01-23-2020,5,NA,NA,01-14-2020,0.05,0.1,0.2,25,50,100
Mainland China,Hebei,NA,01-23-2020,1,1,NA,01-14-2020,0.05,0.1,0.2,5,10,20
Mainland China,Heilongjiang,NA,01-23-2020,2,NA,NA,01-14-2020,0.05,0.1,0.2,10,20,40
Mainland China,Henan,NA,01-23-2020,5,NA,NA,01-14-2020,0.05,0.1,0.2,25,50,100
Hong Kong,Hong Kong,NA,01-23-2020,2,NA,NA,01-14-2020,0.05,0.1,0.2,10,20,40
Mainland China,Hubei,NA,01-23-2020,444,17,28,01-14-2020,0.05,0.1,0.2,2220,4440,8880
Mainland China,Hunan,NA,01-23-2020,9,NA,NA,01-14-2020,0.05,0.1,0.2,45,90,180
Mainland China,Inner Mongolia,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Jiangsu,NA,01-23-2020,5,NA,NA,01-14-2020,0.05,0.1,0.2,25,50,100
Mainland China,Jiangxi,NA,01-23-2020,7,NA,NA,01-14-2020,0.05,0.1,0.2,35,70,140
Mainland China,Jilin,NA,01-23-2020,1,NA,NA,01-14-2020,0.05,0.1,0.2,5,10,20
Mainland China,Liaoning,NA,01-23-2020,3,NA,NA,01-14-2020,0.05,0.1,0.2,15,30,60
Macau,Macau,NA,01-23-2020,2,NA,NA,01-14-2020,0.05,0.1,0.2,10,20,40
Mainland China,Ningxia,NA,01-23-2020,1,NA,NA,01-14-2020,0.05,0.1,0.2,5,10,20
Mainland China,Qinghai,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Shaanxi,NA,01-23-2020,3,NA,NA,01-14-2020,0.05,0.1,0.2,15,30,60
Mainland China,Shandong,NA,01-23-2020,6,NA,NA,01-14-2020,0.05,0.1,0.2,30,60,120
Mainland China,Shanghai,NA,01-23-2020,16,NA,NA,01-14-2020,0.05,0.1,0.2,80,160,320
Mainland China,Shanxi,NA,01-23-2020,1,NA,NA,01-14-2020,0.05,0.1,0.2,5,10,20
Mainland China,Sichuan,NA,01-23-2020,8,NA,NA,01-14-2020,0.05,0.1,0.2,40,80,160
Taiwan,Taiwan,NA,01-23-2020,1,NA,NA,01-14-2020,0.05,0.1,0.2,5,10,20
Mainland China,Tianjin,NA,01-23-2020,4,NA,NA,01-14-2020,0.05,0.1,0.2,20,40,80
Mainland China,Tibet,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Xinjiang,NA,01-23-2020,2,NA,NA,01-14-2020,0.05,0.1,0.2,10,20,40
Mainland China,Yunnan,NA,01-23-2020,2,NA,NA,01-14-2020,0.05,0.1,0.2,10,20,40
Mainland China,Zhejiang,NA,01-23-2020,27,NA,NA,01-14-2020,0.05,0.1,0.2,135,270,540
Japan,NA,NA,01-23-2020,1,NA,NA,01-14-2020,0.05,0.1,0.2,5,10,20
Thailand,NA,NA,01-23-2020,3,NA,NA,01-14-2020,0.05,0.1,0.2,15,30,60
South Korea,NA,NA,01-23-2020,1,NA,NA,01-14-2020,0.05,0.1,0.2,5,10,20
Singapore,NA,NA,01-23-2020,1,NA,NA,01-14-2020,0.05,0.1,0.2,5,10,20
Philippines,NA,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Malaysia,NA,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Vietnam,NA,NA,01-23-2020,2,NA,NA,01-14-2020,0.05,0.1,0.2,10,20,40
Australia,NA,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Mexico,NA,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Brazil,NA,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Colombia,NA,NA,01-23-2020,NA,NA,NA,01-14-2020,0.05,0.1,0.2,NA,NA,NA
Mainland China,Hubei,NA,01-24-2020,549,24,31,01-15-2020,0.05,0.1,0.2,2745,5490,10980
Mainland China,Guangdong,NA,01-24-2020,53,NA,2,01-15-2020,0.05,0.1,0.2,265,530,1060
Mainland China,Zhejiang,NA,01-24-2020,43,NA,1,01-15-2020,0.05,0.1,0.2,215,430,860
Mainland China,Beijing,NA,01-24-2020,36,NA,1,01-15-2020,0.05,0.1,0.2,180,360,720
Mainland China,Chongqing,NA,01-24-2020,27,NA,NA,01-15-2020,0.05,0.1,0.2,135,270,540
Mainland China,Hunan,NA,01-24-2020,24,NA,NA,01-15-2020,0.05,0.1,0.2,120,240,480
Mainland China,Guangxi,NA,01-24-2020,23,NA,NA,01-15-2020,0.05,0.1,0.2,115,230,460
Mainland China,Shanghai,NA,01-24-2020,20,NA,1,01-15-2020,0.05,0.1,0.2,100,200,400
Mainland China,Jiangxi,NA,01-24-2020,18,NA,NA,01-15-2020,0.05,0.1,0.2,90,180,360
Mainland China,Sichuan,NA,01-24-2020,15,NA,NA,01-15-2020,0.05,0.1,0.2,75,150,300
Mainland China,Shandong,NA,01-24-2020,15,NA,NA,01-15-2020,0.05,0.1,0.2,75,150,300
Mainland China,Anhui,NA,01-24-2020,15,NA,NA,01-15-2020,0.05,0.1,0.2,75,150,300
Mainland China,Fujian,NA,01-24-2020,10,NA,NA,01-15-2020,0.05,0.1,0.2,50,100,200
Mainland China,Henan,NA,01-24-2020,9,NA,NA,01-15-2020,0.05,0.1,0.2,45,90,180
Mainland China,Jiangsu,NA,01-24-2020,9,NA,NA,01-15-2020,0.05,0.1,0.2,45,90,180
Mainland China,Hainan,NA,01-24-2020,8,NA,NA,01-15-2020,0.05,0.1,0.2,40,80,160
Mainland China,Tianjin,NA,01-24-2020,8,NA,NA,01-15-2020,0.05,0.1,0.2,40,80,160
Mainland China,Yunnan,NA,01-24-2020,5,NA,NA,01-15-2020,0.05,0.1,0.2,25,50,100
Mainland China,Shaanxi,NA,01-24-2020,5,NA,NA,01-15-2020,0.05,0.1,0.2,25,50,100
Mainland China,Heilongjiang,NA,01-24-2020,4,1,NA,01-15-2020,0.05,0.1,0.2,20,40,80
Mainland China,Liaoning,NA,01-24-2020,4,NA,NA,01-15-2020,0.05,0.1,0.2,20,40,80
Mainland China,Guizhou,NA,01-24-2020,3,NA,NA,01-15-2020,0.05,0.1,0.2,15,30,60
Mainland China,Jilin,NA,01-24-2020,3,NA,NA,01-15-2020,0.05,0.1,0.2,15,30,60
Taiwan,Taiwan,NA,01-24-2020,3,NA,NA,01-15-2020,0.05,0.1,0.2,15,30,60
Mainland China,Ningxia,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Hong Kong,Hong Kong,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Macau,Macau,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Mainland China,Hebei,NA,01-24-2020,2,1,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Mainland China,Gansu,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Mainland China,Xinjiang,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Mainland China,Shanxi,NA,01-24-2020,1,NA,NA,01-15-2020,0.05,0.1,0.2,5,10,20
Mainland China,Inner Mongolia,NA,01-24-2020,1,NA,NA,01-15-2020,0.05,0.1,0.2,5,10,20
Mainland China,Qinghai,NA,01-24-2020,NA,NA,NA,01-15-2020,0.05,0.1,0.2,NA,NA,NA
Japan,NA,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Thailand,NA,NA,01-24-2020,5,NA,NA,01-15-2020,0.05,0.1,0.2,25,50,100
South Korea,NA,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Singapore,NA,NA,01-24-2020,3,NA,NA,01-15-2020,0.05,0.1,0.2,15,30,60
Vietnam,NA,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
France,NA,NA,01-24-2020,2,NA,NA,01-15-2020,0.05,0.1,0.2,10,20,40
Mainland China,Hubei,NA,01-25-2020,761,40,32,01-16-2020,0.05,0.1,0.2,3805,7610,15220
Mainland China,Guangdong,NA,01-25-2020,78,NA,2,01-16-2020,0.05,0.1,0.2,390,780,1560
Mainland China,Zhejiang,NA,01-25-2020,62,NA,1,01-16-2020,0.05,0.1,0.2,310,620,1240
Mainland China,Chongqing,NA,01-25-2020,57,NA,NA,01-16-2020,0.05,0.1,0.2,285,570,1140
Mainland China,Hunan,NA,01-25-2020,43,NA,NA,01-16-2020,0.05,0.1,0.2,215,430,860
Mainland China,Beijing,NA,01-25-2020,41,NA,2,01-16-2020,0.05,0.1,0.2,205,410,820
Mainland China,Anhui,NA,01-25-2020,39,NA,NA,01-16-2020,0.05,0.1,0.2,195,390,780
Mainland China,Shanghai,NA,01-25-2020,33,NA,1,01-16-2020,0.05,0.1,0.2,165,330,660
Mainland China,Henan,NA,01-25-2020,32,NA,NA,01-16-2020,0.05,0.1,0.2,160,320,640
Mainland China,Sichuan,NA,01-25-2020,28,NA,NA,01-16-2020,0.05,0.1,0.2,140,280,560
Mainland China,Shandong,NA,01-25-2020,27,NA,NA,01-16-2020,0.05,0.1,0.2,135,270,540
Mainland China,Guangxi,NA,01-25-2020,23,NA,NA,01-16-2020,0.05,0.1,0.2,115,230,460
Mainland China,Hainan,NA,01-25-2020,19,NA,NA,01-16-2020,0.05,0.1,0.2,95,190,380
Mainland China,Jiangxi,NA,01-25-2020,18,NA,NA,01-16-2020,0.05,0.1,0.2,90,180,360
Mainland China,Fujian,NA,01-25-2020,18,NA,NA,01-16-2020,0.05,0.1,0.2,90,180,360
Mainland China,Jiangsu,NA,01-25-2020,18,NA,1,01-16-2020,0.05,0.1,0.2,90,180,360
Mainland China,Liaoning,NA,01-25-2020,17,NA,NA,01-16-2020,0.05,0.1,0.2,85,170,340
Mainland China,Shaanxi,NA,01-25-2020,15,NA,NA,01-16-2020,0.05,0.1,0.2,75,150,300
Mainland China,Yunnan,NA,01-25-2020,11,NA,NA,01-16-2020,0.05,0.1,0.2,55,110,220
Mainland China,Tianjin,NA,01-25-2020,10,NA,NA,01-16-2020,0.05,0.1,0.2,50,100,200
Mainland China,Heilongjiang,NA,01-25-2020,9,1,NA,01-16-2020,0.05,0.1,0.2,45,90,180
Mainland China,Hebei,NA,01-25-2020,8,1,NA,01-16-2020,0.05,0.1,0.2,40,80,160
Mainland China,Inner Mongolia,NA,01-25-2020,7,NA,NA,01-16-2020,0.05,0.1,0.2,35,70,140
Mainland China,Shanxi,NA,01-25-2020,6,NA,NA,01-16-2020,0.05,0.1,0.2,30,60,120
Hong Kong,Hong Kong,NA,01-25-2020,5,NA,NA,01-16-2020,0.05,0.1,0.2,25,50,100
Mainland China,Guizhou,NA,01-25-2020,4,NA,NA,01-16-2020,0.05,0.1,0.2,20,40,80
Mainland China,Jilin,NA,01-25-2020,4,NA,NA,01-16-2020,0.05,0.1,0.2,20,40,80
Mainland China,Gansu,NA,01-25-2020,4,NA,NA,01-16-2020,0.05,0.1,0.2,20,40,80
Mainland China,Ningxia,NA,01-25-2020,3,NA,NA,01-16-2020,0.05,0.1,0.2,15,30,60
Taiwan,Taiwan,NA,01-25-2020,3,NA,NA,01-16-2020,0.05,0.1,0.2,15,30,60
Mainland China,Xinjiang,NA,01-25-2020,3,NA,NA,01-16-2020,0.05,0.1,0.2,15,30,60
Macau,Macau,NA,01-25-2020,2,NA,NA,01-16-2020,0.05,0.1,0.2,10,20,40
Mainland China,Qinghai,NA,01-25-2020,1,NA,NA,01-16-2020,0.05,0.1,0.2,5,10,20
Japan,NA,NA,01-25-2020,2,NA,NA,01-16-2020,0.05,0.1,0.2,10,20,40
Thailand,NA,NA,01-25-2020,7,NA,NA,01-16-2020,0.05,0.1,0.2,35,70,140
South Korea,NA,NA,01-25-2020,2,NA,NA,01-16-2020,0.05,0.1,0.2,10,20,40
Singapore,NA,NA,01-25-2020,3,NA,NA,01-16-2020,0.05,0.1,0.2,15,30,60
Vietnam,NA,NA,01-25-2020,2,NA,NA,01-16-2020,0.05,0.1,0.2,10,20,40
France,NA,NA,01-25-2020,3,NA,NA,01-16-2020,0.05,0.1,0.2,15,30,60
Australia,NA,NA,01-25-2020,4,NA,NA,01-16-2020,0.05,0.1,0.2,20,40,80
Nepal,NA,NA,01-25-2020,1,NA,NA,01-16-2020,0.05,0.1,0.2,5,10,20
Malaysia,NA,NA,01-25-2020,3,NA,NA,01-16-2020,0.05,0.1,0.2,15,30,60
Mainland China,Hubei,NA,01-26-2020,1058,52,42,01-17-2020,0.05,0.1,0.2,5290,10580,21160
Mainland China,Guangdong,NA,01-26-2020,111,NA,2,01-17-2020,0.05,0.1,0.2,555,1110,2220
Mainland China,Zhejiang,NA,01-26-2020,104,NA,1,01-17-2020,0.05,0.1,0.2,520,1040,2080
Mainland China,Henan,NA,01-26-2020,83,1,NA,01-17-2020,0.05,0.1,0.2,415,830,1660
Mainland China,Chongqing,NA,01-26-2020,75,NA,NA,01-17-2020,0.05,0.1,0.2,375,750,1500
Mainland China,Hunan,NA,01-26-2020,69,NA,NA,01-17-2020,0.05,0.1,0.2,345,690,1380
Mainland China,Beijing,NA,01-26-2020,68,NA,2,01-17-2020,0.05,0.1,0.2,340,680,1360
Mainland China,Anhui,NA,01-26-2020,60,NA,NA,01-17-2020,0.05,0.1,0.2,300,600,1200
Mainland China,Shandong,NA,01-26-2020,46,NA,NA,01-17-2020,0.05,0.1,0.2,230,460,920
Mainland China,Sichuan,NA,01-26-2020,44,NA,NA,01-17-2020,0.05,0.1,0.2,220,440,880
Mainland China,Shanghai,NA,01-26-2020,40,1,1,01-17-2020,0.05,0.1,0.2,200,400,800
Mainland China,Guangxi,NA,01-26-2020,36,NA,NA,01-17-2020,0.05,0.1,0.2,180,360,720
Mainland China,Jiangxi,NA,01-26-2020,36,NA,NA,01-17-2020,0.05,0.1,0.2,180,360,720
Mainland China,Fujian,NA,01-26-2020,35,NA,NA,01-17-2020,0.05,0.1,0.2,175,350,700
Mainland China,Jiangsu,NA,01-26-2020,33,NA,1,01-17-2020,0.05,0.1,0.2,165,330,660
Mainland China,Hainan,NA,01-26-2020,22,NA,NA,01-17-2020,0.05,0.1,0.2,110,220,440
Mainland China,Shaanxi,NA,01-26-2020,22,NA,NA,01-17-2020,0.05,0.1,0.2,110,220,440
Mainland China,Liaoning,NA,01-26-2020,21,NA,NA,01-17-2020,0.05,0.1,0.2,105,210,420
Mainland China,Yunnan,NA,01-26-2020,16,NA,NA,01-17-2020,0.05,0.1,0.2,80,160,320
Mainland China,Heilongjiang,NA,01-26-2020,15,1,NA,01-17-2020,0.05,0.1,0.2,75,150,300
Mainland China,Tianjin,NA,01-26-2020,14,NA,NA,01-17-2020,0.05,0.1,0.2,70,140,280
Mainland China,Hebei,NA,01-26-2020,13,1,NA,01-17-2020,0.05,0.1,0.2,65,130,260
Mainland China,Shanxi,NA,01-26-2020,9,NA,NA,01-17-2020,0.05,0.1,0.2,45,90,180
Hong Kong,Hong Kong,NA,01-26-2020,8,NA,NA,01-17-2020,0.05,0.1,0.2,40,80,160
Mainland China,Inner Mongolia,NA,01-26-2020,7,NA,NA,01-17-2020,0.05,0.1,0.2,35,70,140
Mainland China,Gansu,NA,01-26-2020,7,NA,NA,01-17-2020,0.05,0.1,0.2,35,70,140
Mainland China,Guizhou,NA,01-26-2020,5,NA,NA,01-17-2020,0.05,0.1,0.2,25,50,100
Macau,Macau,NA,01-26-2020,5,NA,NA,01-17-2020,0.05,0.1,0.2,25,50,100
Mainland China,Ningxia,NA,01-26-2020,4,NA,NA,01-17-2020,0.05,0.1,0.2,20,40,80
Mainland China,Jilin,NA,01-26-2020,4,NA,NA,01-17-2020,0.05,0.1,0.2,20,40,80
Taiwan,Taiwan,NA,01-26-2020,4,NA,NA,01-17-2020,0.05,0.1,0.2,20,40,80
Mainland China,Xinjiang,NA,01-26-2020,4,NA,NA,01-17-2020,0.05,0.1,0.2,20,40,80
Mainland China,Qinghai,NA,01-26-2020,1,NA,NA,01-17-2020,0.05,0.1,0.2,5,10,20
Japan,NA,NA,01-26-2020,4,NA,1,01-17-2020,0.05,0.1,0.2,20,40,80
Thailand,NA,NA,01-26-2020,8,NA,2,01-17-2020,0.05,0.1,0.2,40,80,160
South Korea,NA,NA,01-26-2020,3,NA,NA,01-17-2020,0.05,0.1,0.2,15,30,60
Singapore,NA,NA,01-26-2020,4,NA,NA,01-17-2020,0.05,0.1,0.2,20,40,80
Vietnam,NA,NA,01-26-2020,2,NA,NA,01-17-2020,0.05,0.1,0.2,10,20,40
France,NA,NA,01-26-2020,3,NA,NA,01-17-2020,0.05,0.1,0.2,15,30,60
Australia,NA,NA,01-26-2020,4,NA,NA,01-17-2020,0.05,0.1,0.2,20,40,80
Nepal,NA,NA,01-26-2020,1,NA,NA,01-17-2020,0.05,0.1,0.2,5,10,20
Malaysia,NA,NA,01-26-2020,4,NA,NA,01-17-2020,0.05,0.1,0.2,20,40,80
Canada,Ontario,Ontario,01-26-2020,1,NA,NA,01-17-2020,0.05,0.1,0.2,5,10,20
Mainland China,Hubei,NA,01-27-2020,1423,76,45,01-18-2020,0.05,0.1,0.2,7115,14230,28460
Mainland China,Guangdong,NA,01-27-2020,151,NA,4,01-18-2020,0.05,0.1,0.2,755,1510,3020
Mainland China,Zhejiang,NA,01-27-2020,128,NA,1,01-18-2020,0.05,0.1,0.2,640,1280,2560
Mainland China,Henan,NA,01-27-2020,128,1,NA,01-18-2020,0.05,0.1,0.2,640,1280,2560
Mainland China,Chongqing,NA,01-27-2020,110,NA,NA,01-18-2020,0.05,0.1,0.2,550,1100,2200
Mainland China,Hunan,NA,01-27-2020,100,NA,NA,01-18-2020,0.05,0.1,0.2,500,1000,2000
Mainland China,Beijing,NA,01-27-2020,80,1,2,01-18-2020,0.05,0.1,0.2,400,800,1600
Mainland China,Shandong,NA,01-27-2020,75,NA,NA,01-18-2020,0.05,0.1,0.2,375,750,1500
Mainland China,Jiangxi,NA,01-27-2020,72,NA,2,01-18-2020,0.05,0.1,0.2,360,720,1440
Mainland China,Anhui,NA,01-27-2020,70,NA,NA,01-18-2020,0.05,0.1,0.2,350,700,1400
Mainland China,Sichuan,NA,01-27-2020,69,NA,NA,01-18-2020,0.05,0.1,0.2,345,690,1380
Mainland China,Fujian,NA,01-27-2020,59,NA,NA,01-18-2020,0.05,0.1,0.2,295,590,1180
Mainland China,Shanghai,NA,01-27-2020,53,1,3,01-18-2020,0.05,0.1,0.2,265,530,1060
Mainland China,Jiangsu,NA,01-27-2020,47,NA,1,01-18-2020,0.05,0.1,0.2,235,470,940
Mainland China,Guangxi,NA,01-27-2020,46,NA,NA,01-18-2020,0.05,0.1,0.2,230,460,920
Mainland China,Shaanxi,NA,01-27-2020,35,NA,NA,01-18-2020,0.05,0.1,0.2,175,350,700
Mainland China,Hainan,NA,01-27-2020,33,1,NA,01-18-2020,0.05,0.1,0.2,165,330,660
Mainland China,Liaoning,NA,01-27-2020,27,NA,NA,01-18-2020,0.05,0.1,0.2,135,270,540
Mainland China,Yunnan,NA,01-27-2020,26,NA,NA,01-18-2020,0.05,0.1,0.2,130,260,520
Mainland China,Tianjin,NA,01-27-2020,23,NA,NA,01-18-2020,0.05,0.1,0.2,115,230,460
Mainland China,Heilongjiang,NA,01-27-2020,21,1,NA,01-18-2020,0.05,0.1,0.2,105,210,420
Mainland China,Hebei,NA,01-27-2020,18,1,NA,01-18-2020,0.05,0.1,0.2,90,180,360
Mainland China,Gansu,NA,01-27-2020,14,NA,NA,01-18-2020,0.05,0.1,0.2,70,140,280
Mainland China,Shanxi,NA,01-27-2020,13,NA,NA,01-18-2020,0.05,0.1,0.2,65,130,260
Mainland China,Inner Mongolia,NA,01-27-2020,11,NA,NA,01-18-2020,0.05,0.1,0.2,55,110,220
Hong Kong,Hong Kong,NA,01-27-2020,8,NA,NA,01-18-2020,0.05,0.1,0.2,40,80,160
Mainland China,Guizhou,NA,01-27-2020,7,NA,NA,01-18-2020,0.05,0.1,0.2,35,70,140
Mainland China,Ningxia,NA,01-27-2020,7,NA,NA,01-18-2020,0.05,0.1,0.2,35,70,140
Mainland China,Jilin,NA,01-27-2020,6,NA,NA,01-18-2020,0.05,0.1,0.2,30,60,120
Macau,Macau,NA,01-27-2020,6,NA,NA,01-18-2020,0.05,0.1,0.2,30,60,120
Mainland China,Qinghai,NA,01-27-2020,6,NA,NA,01-18-2020,0.05,0.1,0.2,30,60,120
Taiwan,Taiwan,NA,01-27-2020,5,NA,NA,01-18-2020,0.05,0.1,0.2,25,50,100
Mainland China,Xinjiang,NA,01-27-2020,5,NA,NA,01-18-2020,0.05,0.1,0.2,25,50,100
Japan,NA,NA,01-27-2020,4,NA,1,01-18-2020,0.05,0.1,0.2,20,40,80
Thailand,NA,NA,01-27-2020,8,NA,2,01-18-2020,0.05,0.1,0.2,40,80,160
South Korea,NA,NA,01-27-2020,4,NA,NA,01-18-2020,0.05,0.1,0.2,20,40,80
Singapore,NA,NA,01-27-2020,5,NA,NA,01-18-2020,0.05,0.1,0.2,25,50,100
Vietnam,NA,NA,01-27-2020,2,NA,NA,01-18-2020,0.05,0.1,0.2,10,20,40
France,NA,NA,01-27-2020,3,NA,NA,01-18-2020,0.05,0.1,0.2,15,30,60
Nepal,NA,NA,01-27-2020,1,NA,NA,01-18-2020,0.05,0.1,0.2,5,10,20
Malaysia,NA,NA,01-27-2020,4,NA,NA,01-18-2020,0.05,0.1,0.2,20,40,80
Canada,Ontario,Ontario,01-27-2020,1,NA,NA,01-18-2020,0.05,0.1,0.2,5,10,20
Cambodia,NA,NA,01-27-2020,1,NA,NA,01-18-2020,0.05,0.1,0.2,5,10,20
Sri Lanka,NA,NA,01-27-2020,1,NA,NA,01-18-2020,0.05,0.1,0.2,5,10,20
Ivory Coast,NA,NA,01-27-2020,1,NA,NA,01-18-2020,0.05,0.1,0.2,5,10,20
Australia,New South Wales,NA,01-27-2020,4,NA,NA,01-18-2020,0.05,0.1,0.2,20,40,80
Australia,Victoria,NA,01-27-2020,1,NA,NA,01-18-2020,0.05,0.1,0.2,5,10,20
Mainland China,Hubei,NA,01-28-2020,3554,125,80,01-19-2020,0.05,0.1,0.2,17770,35540,71080
Mainland China,Guangdong,NA,01-28-2020,207,NA,4,01-19-2020,0.05,0.1,0.2,1035,2070,4140
Mainland China,Zhejiang,NA,01-28-2020,173,NA,3,01-19-2020,0.05,0.1,0.2,865,1730,3460
