country,state,county,date,cases,deaths,recovered,date_sx,cdr_low,cdr_mid,cdr_high,cases_target_low,cases_target_mid,cases_target_high
Mainland China,Shandong,NA,02-07-2020,386,0,37,01-29-2020,0.05,0.1,0.2,1930,3860,7720
Mainland China,Sichuan,NA,02-07-2020,344,1,42,01-29-2020,0.05,0.1,0.2,1720,3440,6880
Mainland China,Beijing,NA,02-07-2020,297,1,33,01-29-2020,0.05,0.1,0.2,1485,2970,5940
Mainland China,Heilongjiang,NA,02-07-2020,277,3,12,01-29-2020,0.05,0.1,0.2,1385,2770,5540
Mainland China,Shanghai,NA,02-07-2020,277,1,30,01-29-2020,0.05,0.1,0.2,1385,2770,5540
Mainland China,Fujian,NA,02-07-2020,224,0,20,01-29-2020,0.05,0.1,0.2,1120,2240,4480
Mainland China,Shaanxi,NA,02-07-2020,184,0,17,01-29-2020,0.05,0.1,0.2,920,1840,3680
Mainland China,Guangxi,NA,02-07-2020,172,0,17,01-29-2020,0.05,0.1,0.2,860,1720,3440
Mainland China,Hebei,NA,02-07-2020,172,1,22,01-29-2020,0.05,0.1,0.2,860,1720,3440
Mainland China,Yunnan,NA,02-07-2020,138,0,12,01-29-2020,0.05,0.1,0.2,690,1380,2760
Mainland China,Hainan,NA,02-07-2020,117,2,10,01-29-2020,0.05,0.1,0.2,585,1170,2340
Mainland China,Shanxi,NA,02-07-2020,104,0,15,01-29-2020,0.05,0.1,0.2,520,1040,2080
Mainland China,Liaoning,NA,02-07-2020,99,0,7,01-29-2020,0.05,0.1,0.2,495,990,1980
Mainland China,Guizhou,NA,02-07-2020,81,1,6,01-29-2020,0.05,0.1,0.2,405,810,1620
Mainland China,Tianjin,NA,02-07-2020,81,1,2,01-29-2020,0.05,0.1,0.2,405,810,1620
Mainland China,Gansu,NA,02-07-2020,67,0,9,01-29-2020,0.05,0.1,0.2,335,670,1340
Mainland China,Jilin,NA,02-07-2020,65,1,4,01-29-2020,0.05,0.1,0.2,325,650,1300
Others,Cruise Ship,NA,02-07-2020,61,0,0,01-29-2020,0.05,0.1,0.2,305,610,1220
Mainland China,Inner Mongolia,NA,02-07-2020,50,0,5,01-29-2020,0.05,0.1,0.2,250,500,1000
Mainland China,Ningxia,NA,02-07-2020,43,0,5,01-29-2020,0.05,0.1,0.2,215,430,860
Mainland China,Xinjiang,NA,02-07-2020,39,0,0,01-29-2020,0.05,0.1,0.2,195,390,780
Singapore,NA,NA,02-07-2020,30,0,0,01-29-2020,0.05,0.1,0.2,150,300,600
Hong Kong,Hong Kong,NA,02-07-2020,25,1,0,01-29-2020,0.05,0.1,0.2,125,250,500
Japan,NA,NA,02-07-2020,25,0,1,01-29-2020,0.05,0.1,0.2,125,250,500
Thailand,NA,NA,02-07-2020,25,0,5,01-29-2020,0.05,0.1,0.2,125,250,500
South Korea,NA,NA,02-07-2020,24,0,1,01-29-2020,0.05,0.1,0.2,120,240,480
Mainland China,Qinghai,NA,02-07-2020,18,0,3,01-29-2020,0.05,0.1,0.2,90,180,360
Taiwan,Taiwan,NA,02-07-2020,16,0,1,01-29-2020,0.05,0.1,0.2,80,160,320
Germany,NA,NA,02-07-2020,13,0,0,01-29-2020,0.05,0.1,0.2,65,130,260
Malaysia,NA,NA,02-07-2020,12,0,1,01-29-2020,0.05,0.1,0.2,60,120,240
Macau,Macau,NA,02-07-2020,10,0,1,01-29-2020,0.05,0.1,0.2,50,100,200
Vietnam,NA,NA,02-07-2020,10,0,1,01-29-2020,0.05,0.1,0.2,50,100,200
France,NA,NA,02-07-2020,6,0,0,01-29-2020,0.05,0.1,0.2,30,60,120
Australia,Queensland,NA,02-07-2020,5,0,0,01-29-2020,0.05,0.1,0.2,25,50,100
United Arab Emirates,NA,NA,02-07-2020,5,0,0,01-29-2020,0.05,0.1,0.2,25,50,100
Australia,New South Wales,NA,02-07-2020,4,0,2,01-29-2020,0.05,0.1,0.2,20,40,80
Australia,Victoria,NA,02-07-2020,4,0,0,01-29-2020,0.05,0.1,0.2,20,40,80
Canada,British Columbia,British Columbia,02-07-2020,4,0,0,01-29-2020,0.05,0.1,0.2,20,40,80
India,NA,NA,02-07-2020,3,0,0,01-29-2020,0.05,0.1,0.2,15,30,60
Italy,NA,NA,02-07-2020,3,0,0,01-29-2020,0.05,0.1,0.2,15,30,60
Philippines,NA,NA,02-07-2020,3,1,0,01-29-2020,0.05,0.1,0.2,15,30,60
UK,NA,NA,02-07-2020,3,0,0,01-29-2020,0.05,0.1,0.2,15,30,60
Australia,South Australia,NA,02-07-2020,2,0,0,01-29-2020,0.05,0.1,0.2,10,20,40
Canada,"Toronto, ON",Toronto,02-07-2020,2,0,0,01-29-2020,0.05,0.1,0.2,10,20,40
Russia,NA,NA,02-07-2020,2,0,0,01-29-2020,0.05,0.1,0.2,10,20,40
Belgium,NA,NA,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Cambodia,NA,NA,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Canada,"London, ON",London,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Finland,NA,NA,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Mainland China,Tibet,NA,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Nepal,NA,NA,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Spain,NA,NA,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Sri Lanka,NA,NA,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Sweden,NA,NA,02-07-2020,1,0,0,01-29-2020,0.05,0.1,0.2,5,10,20
Mainland China,Hubei,NA,02-08-2020,27100,780,1439,01-30-2020,0.05,0.1,0.2,135500,271000,542000
Mainland China,Guangdong,NA,02-08-2020,1095,1,112,01-30-2020,0.05,0.1,0.2,5475,10950,21900
Mainland China,Zhejiang,NA,02-08-2020,1048,0,175,01-30-2020,0.05,0.1,0.2,5240,10480,20960
Mainland China,Henan,NA,02-08-2020,981,4,116,01-30-2020,0.05,0.1,0.2,4905,9810,19620
Mainland China,Hunan,NA,02-08-2020,803,1,156,01-30-2020,0.05,0.1,0.2,4015,8030,16060
Mainland China,Anhui,NA,02-08-2020,733,0,59,01-30-2020,0.05,0.1,0.2,3665,7330,14660
Mainland China,Jiangxi,NA,02-08-2020,698,0,55,01-30-2020,0.05,0.1,0.2,3490,6980,13960
Mainland China,Jiangsu,NA,02-08-2020,439,0,51,01-30-2020,0.05,0.1,0.2,2195,4390,8780
Mainland China,Chongqing,NA,02-08-2020,428,2,39,01-30-2020,0.05,0.1,0.2,2140,4280,8560
Mainland China,Shandong,NA,02-08-2020,416,0,44,01-30-2020,0.05,0.1,0.2,2080,4160,8320
Mainland China,Sichuan,NA,02-08-2020,364,1,60,01-30-2020,0.05,0.1,0.2,1820,3640,7280
Mainland China,Beijing,NA,02-08-2020,315,2,34,01-30-2020,0.05,0.1,0.2,1575,3150,6300
Mainland China,Heilongjiang,NA,02-08-2020,295,5,13,01-30-2020,0.05,0.1,0.2,1475,2950,5900
Mainland China,Shanghai,NA,02-08-2020,286,1,41,01-30-2020,0.05,0.1,0.2,1430,2860,5720
Mainland China,Fujian,NA,02-08-2020,239,0,24,01-30-2020,0.05,0.1,0.2,1195,2390,4780
Mainland China,Hebei,NA,02-08-2020,195,1,30,01-30-2020,0.05,0.1,0.2,975,1950,3900
Mainland China,Shaanxi,NA,02-08-2020,195,0,20,01-30-2020,0.05,0.1,0.2,975,1950,3900
Mainland China,Guangxi,NA,02-08-2020,183,0,17,01-30-2020,0.05,0.1,0.2,915,1830,3660
Mainland China,Yunnan,NA,02-08-2020,138,0,17,01-30-2020,0.05,0.1,0.2,690,1380,2760
Mainland China,Hainan,NA,02-08-2020,124,2,14,01-30-2020,0.05,0.1,0.2,620,1240,2480
Mainland China,Shanxi,NA,02-08-2020,115,0,21,01-30-2020,0.05,0.1,0.2,575,1150,2300
Mainland China,Liaoning,NA,02-08-2020,105,0,8,01-30-2020,0.05,0.1,0.2,525,1050,2100
Mainland China,Guizhou,NA,02-08-2020,89,1,7,01-30-2020,0.05,0.1,0.2,445,890,1780
Mainland China,Tianjin,NA,02-08-2020,88,1,4,01-30-2020,0.05,0.1,0.2,440,880,1760
Mainland China,Gansu,NA,02-08-2020,79,1,12,01-30-2020,0.05,0.1,0.2,395,790,1580
Mainland China,Jilin,NA,02-08-2020,69,1,4,01-30-2020,0.05,0.1,0.2,345,690,1380
Others,Cruise Ship,NA,02-08-2020,61,0,0,01-30-2020,0.05,0.1,0.2,305,610,1220
Mainland China,Inner Mongolia,NA,02-08-2020,52,0,5,01-30-2020,0.05,0.1,0.2,260,520,1040
Mainland China,Ningxia,NA,02-08-2020,45,0,15,01-30-2020,0.05,0.1,0.2,225,450,900
Mainland China,Xinjiang,NA,02-08-2020,42,0,0,01-30-2020,0.05,0.1,0.2,210,420,840
Singapore,NA,NA,02-08-2020,33,0,2,01-30-2020,0.05,0.1,0.2,165,330,660
Thailand,NA,NA,02-08-2020,32,0,10,01-30-2020,0.05,0.1,0.2,160,320,640
Hong Kong,Hong Kong,NA,02-08-2020,26,1,0,01-30-2020,0.05,0.1,0.2,130,260,520
Japan,NA,NA,02-08-2020,25,0,1,01-30-2020,0.05,0.1,0.2,125,250,500
South Korea,NA,NA,02-08-2020,24,0,1,01-30-2020,0.05,0.1,0.2,120,240,480
Mainland China,Qinghai,NA,02-08-2020,18,0,3,01-30-2020,0.05,0.1,0.2,90,180,360
Taiwan,Taiwan,NA,02-08-2020,17,0,1,01-30-2020,0.05,0.1,0.2,85,170,340
Malaysia,NA,NA,02-08-2020,16,0,1,01-30-2020,0.05,0.1,0.2,80,160,320
Germany,NA,NA,02-08-2020,13,0,0,01-30-2020,0.05,0.1,0.2,65,130,260
Vietnam,NA,NA,02-08-2020,13,0,1,01-30-2020,0.05,0.1,0.2,65,130,260
France,NA,NA,02-08-2020,11,0,0,01-30-2020,0.05,0.1,0.2,55,110,220
Macau,Macau,NA,02-08-2020,10,0,1,01-30-2020,0.05,0.1,0.2,50,100,200
United Arab Emirates,NA,NA,02-08-2020,7,0,0,01-30-2020,0.05,0.1,0.2,35,70,140
Australia,Queensland,NA,02-08-2020,5,0,0,01-30-2020,0.05,0.1,0.2,25,50,100
Australia,New South Wales,NA,02-08-2020,4,0,2,01-30-2020,0.05,0.1,0.2,20,40,80
Australia,Victoria,NA,02-08-2020,4,0,0,01-30-2020,0.05,0.1,0.2,20,40,80
Canada,British Columbia,British Columbia,02-08-2020,4,0,0,01-30-2020,0.05,0.1,0.2,20,40,80
India,NA,NA,02-08-2020,3,0,0,01-30-2020,0.05,0.1,0.2,15,30,60
Italy,NA,NA,02-08-2020,3,0,0,01-30-2020,0.05,0.1,0.2,15,30,60
Philippines,NA,NA,02-08-2020,3,1,0,01-30-2020,0.05,0.1,0.2,15,30,60
UK,NA,NA,02-08-2020,3,0,0,01-30-2020,0.05,0.1,0.2,15,30,60
Australia,South Australia,NA,02-08-2020,2,0,0,01-30-2020,0.05,0.1,0.2,10,20,40
Canada,"Toronto, ON",Toronto,02-08-2020,2,0,0,01-30-2020,0.05,0.1,0.2,10,20,40
Russia,NA,NA,02-08-2020,2,0,0,01-30-2020,0.05,0.1,0.2,10,20,40
Belgium,NA,NA,02-08-2020,1,0,0,01-30-2020,0.05,0.1,0.2,5,10,20
Cambodia,NA,NA,02-08-2020,1,0,0,01-30-2020,0.05,0.1,0.2,5,10,20
Canada,"London, ON",London,02-08-2020,1,0,0,01-30-2020,0.05,0.1,0.2,5,10,20
Finland,NA,NA,02-08-2020,1,0,0,01-30-2020,0.05,0.1,0.2,5,10,20
Mainland China,Tibet,NA,02-08-2020,1,0,0,01-30-2020,0.05,0.1,0.2,5,10,20
Nepal,NA,NA,02-08-2020,1,0,0,01-30-2020,0.05,0.1,0.2,5,10,20
Spain,NA,NA,02-08-2020,1,0,0,01-30-2020,0.05,0.1,0.2,5,10,20
Sri Lanka,NA,NA,02-08-2020,1,0,1,01-30-2020,0.05,0.1,0.2,5,10,20
Sweden,NA,NA,02-08-2020,1,0,0,01-30-2020,0.05,0.1,0.2,5,10,20
Mainland China,Hubei,NA,02-09-2020,29631,871,1795,01-31-2020,0.05,0.1,0.2,148155,296310,592620
Mainland China,Guangdong,NA,02-09-2020,1131,1,141,01-31-2020,0.05,0.1,0.2,5655,11310,22620
Mainland China,Zhejiang,NA,02-09-2020,1075,0,201,01-31-2020,0.05,0.1,0.2,5375,10750,21500
Mainland China,Henan,NA,02-09-2020,1033,6,153,01-31-2020,0.05,0.1,0.2,5165,10330,20660
Mainland China,Hunan,NA,02-09-2020,838,1,186,01-31-2020,0.05,0.1,0.2,4190,8380,16760
Mainland China,Anhui,NA,02-09-2020,779,1,72,01-31-2020,0.05,0.1,0.2,3895,7790,15580
Mainland China,Jiangxi,NA,02-09-2020,740,0,73,01-31-2020,0.05,0.1,0.2,3700,7400,14800
Mainland China,Chongqing,NA,02-09-2020,468,2,51,01-31-2020,0.05,0.1,0.2,2340,4680,9360
Mainland China,Jiangsu,NA,02-09-2020,468,0,71,01-31-2020,0.05,0.1,0.2,2340,4680,9360
Mainland China,Shandong,NA,02-09-2020,444,1,63,01-31-2020,0.05,0.1,0.2,2220,4440,8880
Mainland China,Sichuan,NA,02-09-2020,386,1,71,01-31-2020,0.05,0.1,0.2,1930,3860,7720
Mainland China,Beijing,NA,02-09-2020,326,2,37,01-31-2020,0.05,0.1,0.2,1630,3260,6520
Mainland China,Heilongjiang,NA,02-09-2020,307,6,14,01-31-2020,0.05,0.1,0.2,1535,3070,6140
Mainland China,Shanghai,NA,02-09-2020,293,1,44,01-31-2020,0.05,0.1,0.2,1465,2930,5860
Mainland China,Fujian,NA,02-09-2020,250,0,35,01-31-2020,0.05,0.1,0.2,1250,2500,5000
Mainland China,Shaanxi,NA,02-09-2020,208,0,25,01-31-2020,0.05,0.1,0.2,1040,2080,4160
Mainland China,Hebei,NA,02-09-2020,206,2,34,01-31-2020,0.05,0.1,0.2,1030,2060,4120
Mainland China,Guangxi,NA,02-09-2020,195,1,18,01-31-2020,0.05,0.1,0.2,975,1950,3900
Mainland China,Yunnan,NA,02-09-2020,141,0,18,01-31-2020,0.05,0.1,0.2,705,1410,2820
Mainland China,Hainan,NA,02-09-2020,131,3,19,01-31-2020,0.05,0.1,0.2,655,1310,2620
Mainland China,Shanxi,NA,02-09-2020,119,0,25,01-31-2020,0.05,0.1,0.2,595,1190,2380
Mainland China,Liaoning,NA,02-09-2020,107,0,12,01-31-2020,0.05,0.1,0.2,535,1070,2140
Mainland China,Guizhou,NA,02-09-2020,99,1,7,01-31-2020,0.05,0.1,0.2,495,990,1980
Mainland China,Tianjin,NA,02-09-2020,91,1,4,01-31-2020,0.05,0.1,0.2,455,910,1820
Mainland China,Gansu,NA,02-09-2020,83,2,16,01-31-2020,0.05,0.1,0.2,415,830,1660
Mainland China,Jilin,NA,02-09-2020,78,1,12,01-31-2020,0.05,0.1,0.2,390,780,1560
Others,Diamond Princess cruise ship,NA,02-09-2020,64,0,0,01-31-2020,0.05,0.1,0.2,320,640,1280
Mainland China,Inner Mongolia,NA,02-09-2020,54,0,5,01-31-2020,0.05,0.1,0.2,270,540,1080
Mainland China,Ningxia,NA,02-09-2020,45,0,13,01-31-2020,0.05,0.1,0.2,225,450,900
Mainland China,Xinjiang,NA,02-09-2020,45,0,0,01-31-2020,0.05,0.1,0.2,225,450,900
Singapore,NA,NA,02-09-2020,40,0,2,01-31-2020,0.05,0.1,0.2,200,400,800
Thailand,NA,NA,02-09-2020,32,0,10,01-31-2020,0.05,0.1,0.2,160,320,640
Hong Kong,Hong Kong,NA,02-09-2020,29,1,0,01-31-2020,0.05,0.1,0.2,145,290,580
Japan,NA,NA,02-09-2020,26,0,1,01-31-2020,0.05,0.1,0.2,130,260,520
South Korea,NA,NA,02-09-2020,25,0,3,01-31-2020,0.05,0.1,0.2,125,250,500
Mainland China,Qinghai,NA,02-09-2020,18,0,3,01-31-2020,0.05,0.1,0.2,90,180,360
Taiwan,Taiwan,NA,02-09-2020,18,0,1,01-31-2020,0.05,0.1,0.2,90,180,360
Malaysia,NA,NA,02-09-2020,16,0,1,01-31-2020,0.05,0.1,0.2,80,160,320
Germany,NA,NA,02-09-2020,14,0,0,01-31-2020,0.05,0.1,0.2,70,140,280
Vietnam,NA,NA,02-09-2020,13,0,1,01-31-2020,0.05,0.1,0.2,65,130,260
France,NA,NA,02-09-2020,11,0,0,01-31-2020,0.05,0.1,0.2,55,110,220
Macau,Macau,NA,02-09-2020,10,0,1,01-31-2020,0.05,0.1,0.2,50,100,200
United Arab Emirates,NA,NA,02-09-2020,7,0,0,01-31-2020,0.05,0.1,0.2,35,70,140
Australia,Queensland,NA,02-09-2020,5,0,0,01-31-2020,0.05,0.1,0.2,25,50,100
Australia,New South Wales,NA,02-09-2020,4,0,2,01-31-2020,0.05,0.1,0.2,20,40,80
Australia,Victoria,NA,02-09-2020,4,0,0,01-31-2020,0.05,0.1,0.2,20,40,80
Canada,British Columbia,British Columbia,02-09-2020,4,0,0,01-31-2020,0.05,0.1,0.2,20,40,80
India,NA,NA,02-09-2020,3,0,0,01-31-2020,0.05,0.1,0.2,15,30,60
Italy,NA,NA,02-09-2020,3,0,0,01-31-2020,0.05,0.1,0.2,15,30,60
Philippines,NA,NA,02-09-2020,3,1,0,01-31-2020,0.05,0.1,0.2,15,30,60
UK,NA,NA,02-09-2020,3,0,0,01-31-2020,0.05,0.1,0.2,15,30,60
Australia,South Australia,NA,02-09-2020,2,0,0,01-31-2020,0.05,0.1,0.2,10,20,40
Canada,"Toronto, ON",Toronto,02-09-2020,2,0,0,01-31-2020,0.05,0.1,0.2,10,20,40
Russia,NA,NA,02-09-2020,2,0,0,01-31-2020,0.05,0.1,0.2,10,20,40
Spain,NA,NA,02-09-2020,2,0,0,01-31-2020,0.05,0.1,0.2,10,20,40
Belgium,NA,NA,02-09-2020,1,0,0,01-31-2020,0.05,0.1,0.2,5,10,20
Cambodia,NA,NA,02-09-2020,1,0,0,01-31-2020,0.05,0.1,0.2,5,10,20
Canada,"London, ON",London,02-09-2020,1,0,0,01-31-2020,0.05,0.1,0.2,5,10,20
Finland,NA,NA,02-09-2020,1,0,0,01-31-2020,0.05,0.1,0.2,5,10,20
Mainland China,Tibet,NA,02-09-2020,1,0,0,01-31-2020,0.05,0.1,0.2,5,10,20
Nepal,NA,NA,02-09-2020,1,0,0,01-31-2020,0.05,0.1,0.2,5,10,20
Sri Lanka,NA,NA,02-09-2020,1,0,1,01-31-2020,0.05,0.1,0.2,5,10,20
Sweden,NA,NA,02-09-2020,1,0,0,01-31-2020,0.05,0.1,0.2,5,10,20
Mainland China,Hubei,NA,02-10-2020,31728,974,2222,02-01-2020,0.05,0.1,0.2,158640,317280,634560
Mainland China,Guangdong,NA,02-10-2020,1159,1,167,02-01-2020,0.05,0.1,0.2,5795,11590,23180
Mainland China,Zhejiang,NA,02-10-2020,1092,0,242,02-01-2020,0.05,0.1,0.2,5460,10920,21840
Mainland China,Henan,NA,02-10-2020,1073,6,191,02-01-2020,0.05,0.1,0.2,5365,10730,21460
Mainland China,Hunan,NA,02-10-2020,879,1,208,02-01-2020,0.05,0.1,0.2,4395,8790,17580
Mainland China,Anhui,NA,02-10-2020,830,3,88,02-01-2020,0.05,0.1,0.2,4150,8300,16600
Mainland China,Jiangxi,NA,02-10-2020,771,1,105,02-01-2020,0.05,0.1,0.2,3855,7710,15420
Mainland China,Jiangsu,NA,02-10-2020,492,0,81,02-01-2020,0.05,0.1,0.2,2460,4920,9840
Mainland China,Chongqing,NA,02-10-2020,486,2,66,02-01-2020,0.05,0.1,0.2,2430,4860,9720
Mainland China,Shandong,NA,02-10-2020,466,1,66,02-01-2020,0.05,0.1,0.2,2330,4660,9320
Mainland China,Sichuan,NA,02-10-2020,405,1,80,02-01-2020,0.05,0.1,0.2,2025,4050,8100
Mainland China,Beijing,NA,02-10-2020,337,2,44,02-01-2020,0.05,0.1,0.2,1685,3370,6740
Mainland China,Heilongjiang,NA,02-10-2020,331,7,30,02-01-2020,0.05,0.1,0.2,1655,3310,6620
Mainland China,Shanghai,NA,02-10-2020,299,1,48,02-01-2020,0.05,0.1,0.2,1495,2990,5980
Mainland China,Fujian,NA,02-10-2020,261,0,39,02-01-2020,0.05,0.1,0.2,1305,2610,5220
Mainland China,Hebei,NA,02-10-2020,218,2,41,02-01-2020,0.05,0.1,0.2,1090,2180,4360
Mainland China,Shaanxi,NA,02-10-2020,213,0,30,02-01-2020,0.05,0.1,0.2,1065,2130,4260
Mainland China,Guangxi,NA,02-10-2020,210,1,24,02-01-2020,0.05,0.1,0.2,1050,2100,4200
Mainland China,Yunnan,NA,02-10-2020,149,0,19,02-01-2020,0.05,0.1,0.2,745,1490,2980
Mainland China,Hainan,NA,02-10-2020,138,3,19,02-01-2020,0.05,0.1,0.2,690,1380,2760
Others,Diamond Princess cruise ship,NA,02-10-2020,135,0,0,02-01-2020,0.05,0.1,0.2,675,1350,2700
Mainland China,Shanxi,NA,02-10-2020,119,0,25,02-01-2020,0.05,0.1,0.2,595,1190,2380
Mainland China,Guizhou,NA,02-10-2020,109,1,10,02-01-2020,0.05,0.1,0.2,545,1090,2180
Mainland China,Liaoning,NA,02-10-2020,108,0,13,02-01-2020,0.05,0.1,0.2,540,1080,2160
Mainland China,Tianjin,NA,02-10-2020,95,1,8,02-01-2020,0.05,0.1,0.2,475,950,1900
Mainland China,Gansu,NA,02-10-2020,83,2,17,02-01-2020,0.05,0.1,0.2,415,830,1660
Mainland China,Jilin,NA,02-10-2020,80,1,13,02-01-2020,0.05,0.1,0.2,400,800,1600
Mainland China,Inner Mongolia,NA,02-10-2020,58,0,5,02-01-2020,0.05,0.1,0.2,290,580,1160
Mainland China,Ningxia,NA,02-10-2020,49,0,13,02-01-2020,0.05,0.1,0.2,245,490,980
Mainland China,Xinjiang,NA,02-10-2020,49,0,0,02-01-2020,0.05,0.1,0.2,245,490,980
Singapore,NA,NA,02-10-2020,45,0,2,02-01-2020,0.05,0.1,0.2,225,450,900
Hong Kong,Hong Kong,NA,02-10-2020,38,1,0,02-01-2020,0.05,0.1,0.2,190,380,760
Thailand,NA,NA,02-10-2020,32,0,10,02-01-2020,0.05,0.1,0.2,160,320,640
South Korea,NA,NA,02-10-2020,27,0,3,02-01-2020,0.05,0.1,0.2,135,270,540
Japan,NA,NA,02-10-2020,26,0,4,02-01-2020,0.05,0.1,0.2,130,260,520
Mainland China,Qinghai,NA,02-10-2020,18,0,3,02-01-2020,0.05,0.1,0.2,90,180,360
Malaysia,NA,NA,02-10-2020,18,0,1,02-01-2020,0.05,0.1,0.2,90,180,360
Taiwan,Taiwan,NA,02-10-2020,18,0,1,02-01-2020,0.05,0.1,0.2,90,180,360
Germany,NA,NA,02-10-2020,14,0,0,02-01-2020,0.05,0.1,0.2,70,140,280
Vietnam,NA,NA,02-10-2020,14,0,1,02-01-2020,0.05,0.1,0.2,70,140,280
France,NA,NA,02-10-2020,11,0,0,02-01-2020,0.05,0.1,0.2,55,110,220
Macau,Macau,NA,02-10-2020,10,0,1,02-01-2020,0.05,0.1,0.2,50,100,200
UK,NA,NA,02-10-2020,8,0,0,02-01-2020,0.05,0.1,0.2,40,80,160
United Arab Emirates,NA,NA,02-10-2020,8,0,0,02-01-2020,0.05,0.1,0.2,40,80,160
Australia,Queensland,NA,02-10-2020,5,0,0,02-01-2020,0.05,0.1,0.2,25,50,100
Australia,New South Wales,NA,02-10-2020,4,0,2,02-01-2020,0.05,0.1,0.2,20,40,80
Australia,Victoria,NA,02-10-2020,4,0,0,02-01-2020,0.05,0.1,0.2,20,40,80
Canada,British Columbia,British Columbia,02-10-2020,4,0,0,02-01-2020,0.05,0.1,0.2,20,40,80
India,NA,NA,02-10-2020,3,0,0,02-01-2020,0.05,0.1,0.2,15,30,60
Italy,NA,NA,02-10-2020,3,0,0,02-01-2020,0.05,0.1,0.2,15,30,60
Philippines,NA,NA,02-10-2020,3,1,0,02-01-2020,0.05,0.1,0.2,15,30,60
Australia,South Australia,NA,02-10-2020,2,0,0,02-01-2020,0.05,0.1,0.2,10,20,40
Canada,"Toronto, ON",Toronto,02-10-2020,2,0,0,02-01-2020,0.05,0.1,0.2,10,20,40
Russia,NA,NA,02-10-2020,2,0,0,02-01-2020,0.05,0.1,0.2,10,20,40
Spain,NA,NA,02-10-2020,2,0,0,02-01-2020,0.05,0.1,0.2,10,20,40
Belgium,NA,NA,02-10-2020,1,0,0,02-01-2020,0.05,0.1,0.2,5,10,20
Cambodia,NA,NA,02-10-2020,1,0,0,02-01-2020,0.05,0.1,0.2,5,10,20
Canada,"London, ON",London,02-10-2020,1,0,0,02-01-2020,0.05,0.1,0.2,5,10,20
Finland,NA,NA,02-10-2020,1,0,0,02-01-2020,0.05,0.1,0.2,5,10,20
Mainland China,Tibet,NA,02-10-2020,1,0,0,02-01-2020,0.05,0.1,0.2,5,10,20
Nepal,NA,NA,02-10-2020,1,0,0,02-01-2020,0.05,0.1,0.2,5,10,20
Sri Lanka,NA,NA,02-10-2020,1,0,1,02-01-2020,0.05,0.1,0.2,5,10,20
Sweden,NA,NA,02-10-2020,1,0,0,02-01-2020,0.05,0.1,0.2,5,10,20
Mainland China,Hubei,NA,02-11-2020,33366,1068,2639,02-02-2020,0.05,0.1,0.2,166830,333660,667320
Mainland China,Guangdong,NA,02-11-2020,1177,1,212,02-02-2020,0.05,0.1,0.2,5885,11770,23540
Mainland China,Zhejiang,NA,02-11-2020,1117,0,270,02-02-2020,0.05,0.1,0.2,5585,11170,22340
Mainland China,Henan,NA,02-11-2020,1105,7,218,02-02-2020,0.05,0.1,0.2,5525,11050,22100
Mainland China,Hunan,NA,02-11-2020,912,1,247,02-02-2020,0.05,0.1,0.2,4560,9120,18240
Mainland China,Anhui,NA,02-11-2020,860,4,105,02-02-2020,0.05,0.1,0.2,4300,8600,17200
Mainland China,Jiangxi,NA,02-11-2020,804,1,128,02-02-2020,0.05,0.1,0.2,4020,8040,16080
Mainland China,Jiangsu,NA,02-11-2020,515,0,93,02-02-2020,0.05,0.1,0.2,2575,5150,10300
Mainland China,Chongqing,NA,02-11-2020,505,3,79,02-02-2020,0.05,0.1,0.2,2525,5050,10100
Mainland China,Shandong,NA,02-11-2020,487,1,80,02-02-2020,0.05,0.1,0.2,2435,4870,9740
Mainland China,Sichuan,NA,02-11-2020,417,1,85,02-02-2020,0.05,0.1,0.2,2085,4170,8340
Mainland China,Heilongjiang,NA,02-11-2020,360,8,28,02-02-2020,0.05,0.1,0.2,1800,3600,7200
Mainland China,Beijing,NA,02-11-2020,342,3,48,02-02-2020,0.05,0.1,0.2,1710,3420,6840
Mainland China,Shanghai,NA,02-11-2020,303,1,52,02-02-2020,0.05,0.1,0.2,1515,3030,6060
Mainland China,Fujian,NA,02-11-2020,267,0,45,02-02-2020,0.05,0.1,0.2,1335,2670,5340
Mainland China,Hebei,NA,02-11-2020,239,2,48,02-02-2020,0.05,0.1,0.2,1195,2390,4780
Mainland China,Shaanxi,NA,02-11-2020,219,0,32,02-02-2020,0.05,0.1,0.2,1095,2190,4380
Mainland China,Guangxi,NA,02-11-2020,215,1,33,02-02-2020,0.05,0.1,0.2,1075,2150,4300
Mainland China,Yunnan,NA,02-11-2020,153,0,20,02-02-2020,0.05,0.1,0.2,765,1530,3060
Mainland China,Hainan,NA,02-11-2020,144,3,20,02-02-2020,0.05,0.1,0.2,720,1440,2880
Others,Diamond Princess cruise ship,NA,02-11-2020,135,0,0,02-02-2020,0.05,0.1,0.2,675,1350,2700
